customer_id,order_date,order_time,sku,item_id,item_quantity,item_price,item_discount_raw,item_discount_percentage,item_disc_bins_item_disc_null,item_disc_bins_item_disc_sub_twenty,item_disc_bins_item_disc_sub_forty,item_disc_bins_item_disc_sub_sixty,item_disc_bins_item_disc_sub_eighty,item_disc_bins_item_disc_sub_hundred
4524,2022-01-22,05:55:24,,Coppola Diamond Collection Claret 2017,6,69.0,0.0,0.0,True,False,False,False,False,False
4525,2023-06-25,17:51:18,BBW-WINE-892,Billecart-Salmon Brut Reserve NV,1,99.0,0.0,0.0,True,False,False,False,False,False
4525,2023-06-25,17:51:18,,Champagne Gamet Rive Droite Brut NV,1,79.0,0.0,0.0,True,False,False,False,False,False
4526,2023-04-22,15:22:01,BBW-WINE-641,Le Mesnil Brut Nv Blanc de Blancs Grand Cru NV - 750ml,1,116.0,0.0,0.0,True,False,False,False,False,False
4526,2023-04-22,15:22:01,BBW-WINE-892,Billecart-Salmon Brut Reserve NV,1,99.0,0.0,0.0,True,False,False,False,False,False
4527,2023-04-21,17:46:21,,Champagne Gamet Rive Droite Brut NV,2,79.0,0.0,0.0,True,False,False,False,False,False
4527,2023-04-21,17:46:21,BBW-WINE-892,Billecart-Salmon Brut Reserve NV,1,99.0,0.0,0.0,True,False,False,False,False,False
4528,2023-01-28,18:58:20,,Nocturne Rară Neagră 2020,1,65.0,0.0,0.0,True,False,False,False,False,False
4529,2023-01-28,18:49:52,,Champagne Gamet Rive Droite Brut NV,1,79.0,0.0,0.0,True,False,False,False,False,False
4530,2023-01-27,20:14:18,,Champagne Gamet Rive Droite Brut NV,1,79.0,0.0,0.0,True,False,False,False,False,False
