customer_id,order_date,order_time,item_id,item_quantity,item_price,item_discount_raw,item_discount_percentage,item_disc_bins_item_disc_null,item_disc_bins_item_disc_sub_twenty,item_disc_bins_item_disc_sub_forty,item_disc_bins_item_disc_sub_sixty,item_disc_bins_item_disc_sub_eighty,item_disc_bins_item_disc_sub_hundred
3281,2022-05-02,12:43:15,Puchang Beichun 2015,1,80.0,0.0,0.0,1,0,0,0,0,0
3282,2022-01-22,01:44:24,Cheese & Charcuterie Boards,1,45.0,0.0,0.0,1,0,0,0,0,0
3283,2022-05-17,22:23:44,Azueira O Magnânimo D. João V Reserva Branco 2019 - Case of 6,1,190.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,Chizay Pinot Noir 2018,1,57.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,Le Coste di Gradoli Litrozzo Bianco 2021,1,69.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,Bouchard Finlayson Missionvale Chardonnay 2017,1,65.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,VC Vicentino Sauvignon Blanc 2019,1,63.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,Broc Cellars Amore Rosso 2020,1,73.0,0.0,0.0,1,0,0,0,0,0
3284,2023-03-03,15:18:17,Louis Tête Beaujolais Mémoria Rouge 2018,1,35.0,0.0,0.0,1,0,0,0,0,0
3285,2023-03-02,23:47:34,Recanati Upper Galilee Chardonnay 2020,1,56.0,0.0,0.0,1,0,0,0,0,0
